employee_id,department,role_level,tenure_years,salary_band,performance_rating,training_hours_annual,avg_overtime_hrs_week,job_satisfaction_score,work_life_balance_score,last_promotion_years_ago,attrition_flag
EMP-0008312,IT,Individual Contributor,3.0,Band 1,2.8,105,2.0,1.8,1.0,6.2,1
EMP-0000858,IT,Analyst,8.5,Band 1,2.5,120,18.4,2.9,1.0,3.9,0
EMP-0014867,Sales,Manager,13.9,Band 6,2.9,28,20.7,3.9,2.0,2.2,0
EMP-0009110,Sales,Director,10.8,Band 1,3.1,27,7.3,3.8,3.9,6.8,1
EMP-0011318,Marketing,Analyst,15.3,Band 2,1.7,42,3.1,3.4,3.1,3.8,0
EMP-0006583,Engineering,Analyst,14.4,Band 1,2.1,118,24.2,2.7,2.4,0.4,0
EMP-0004899,Customer Success,Senior Manager,16.4,Band 6,5.0,96,22.3,1.6,3.5,0.7,0
EMP-0001153,Legal,VP,6.5,Band 4,3.0,16,21.5,3.7,2.7,8.8,0
EMP-0002633,Customer Success,Individual Contributor,10.1,Band 3,1.7,89,16.1,3.7,3.7,9.0,0
EMP-0004229,Legal,Director,22.1,Band 2,4.2,14,22.7,4.3,2.7,6.0,1
EMP-0005446,Marketing,Analyst,10.9,Band 2,1.7,110,23.1,3.7,2.5,0.2,0
EMP-0007684,Product,Analyst,11.0,Band 1,1.6,66,18.2,1.7,2.9,6.9,0
EMP-0010619,HR,Manager,4.3,Band 2,1.6,6,13.0,3.0,1.0,6.4,1
EMP-0002458,Sales,Manager,1.9,Band 1,1.7,50,20.5,3.3,2.9,1.3,0
EMP-0009891,Product,Director,14.3,Band 1,1.9,34,25.0,2.3,3.3,7.2,1
EMP-0013738,Product,Associate,9.7,Band 2,3.8,92,21.6,3.3,2.3,6.4,0
EMP-0001224,Finance,Manager,7.3,Band 5,4.9,51,15.2,2.4,4.0,1.0,1
EMP-0010548,HR,VP,17.3,Band 5,2.0,28,3.8,1.9,3.1,9.4,1
EMP-0010502,Engineering,Director,4.6,Band 3,2.9,31,2.2,3.3,2.3,4.3,0
EMP-0004495,IT,Director,24.3,Band 6,4.4,75,18.2,2.8,1.9,1.4,0
EMP-0013604,Engineering,Individual Contributor,6.1,Band 4,4.8,69,2.7,4.3,2.2,5.0,0
EMP-0012571,IT,Analyst,27.0,Band 4,3.2,52,10.2,3.5,2.9,7.4,0
EMP-0013931,Customer Success,Senior Manager,19.6,Band 1,2.5,1,0.3,3.4,3.2,9.4,0
EMP-0004261,Operations,Manager,25.8,Band 3,4.7,96,10.7,3.5,2.6,9.1,0
EMP-0006103,IT,Team Lead,25.8,Band 6,3.4,106,0.2,2.9,2.9,2.8,1
EMP-0006812,Finance,Director,23.9,Band 3,4.1,84,13.1,2.9,2.4,1.9,0
EMP-0000328,IT,Manager,10.6,Band 5,3.2,90,19.8,4.3,3.9,5.7,0
EMP-0009702,Operations,VP,13.8,Band 6,2.5,32,3.1,4.6,4.6,1.5,0
EMP-0002488,Engineering,Manager,22.8,Band 2,4.4,71,0.3,3.3,1.1,3.0,1
EMP-0001440,Product,Manager,5.1,Band 1,3.1,112,1.4,4.0,4.3,9.4,0
EMP-0007263,Legal,Individual Contributor,12.1,Band 1,3.7,8,3.7,3.4,1.9,4.0,0
EMP-0014340,Sales,Senior Manager,29.8,Band 4,2.9,116,13.3,4.7,3.5,2.5,1
EMP-0004535,Legal,Manager,4.3,Band 6,2.8,67,3.7,3.1,3.2,0.2,1
EMP-0000086,Finance,Associate,1.2,Band 2,3.6,24,15.4,2.6,3.4,8.3,0
EMP-0006435,Marketing,Manager,11.3,Band 3,3.0,24,15.6,2.5,2.4,6.4,1
EMP-0002996,Engineering,VP,4.0,Band 5,2.5,53,7.1,2.2,2.1,8.2,1
EMP-0009195,Engineering,Analyst,10.8,Band 1,4.7,119,14.2,3.7,3.8,0.9,0
EMP-0013003,Finance,Senior Manager,23.3,Band 1,4.2,48,9.7,2.9,4.3,5.0,0
EMP-0009844,Sales,Manager,14.3,Band 2,1.6,67,14.4,3.5,2.2,3.8,0
EMP-0007418,HR,Director,9.5,Band 1,4.5,72,23.7,3.1,3.6,8.5,0
EMP-0008081,IT,VP,11.6,Band 2,4.8,28,20.3,3.0,1.8,2.0,0
EMP-0006799,Engineering,Individual Contributor,27.0,Band 2,3.5,21,2.5,3.3,3.2,8.2,0
EMP-0006428,Finance,Associate,22.1,Band 2,1.8,12,5.3,3.1,3.1,4.2,0
EMP-0006567,IT,Associate,12.8,Band 2,3.3,114,22.9,1.8,2.9,6.8,1
EMP-0000672,Customer Success,Associate,16.3,Band 6,2.2,1,3.8,4.6,2.5,8.0,1
EMP-0012130,Engineering,VP,19.0,Band 1,4.0,26,5.3,2.6,3.9,5.9,1
EMP-0003956,Engineering,Analyst,2.3,Band 4,4.2,4,16.8,2.4,4.9,6.2,0
EMP-0003995,IT,VP,27.0,Band 3,4.3,3,9.7,4.0,4.5,5.7,0
EMP-0012461,Marketing,Analyst,14.5,Band 1,2.8,32,2.8,1.7,2.6,5.9,1
EMP-0006207,Customer Success,Senior Manager,4.0,Band 3,4.4,116,11.0,2.8,2.3,2.9,0
EMP-0006416,Customer Success,VP,9.7,Band 1,3.5,17,5.0,4.5,2.1,4.0,0
EMP-0011488,Finance,Associate,3.0,Band 5,2.2,29,19.3,4.5,3.3,2.0,0
EMP-0012504,Finance,Associate,12.7,Band 1,1.7,120,6.0,3.3,3.8,3.5,1
EMP-0010150,Legal,Team Lead,14.5,Band 6,3.3,71,8.3,3.4,1.3,5.7,0
EMP-0001506,Legal,Team Lead,2.1,Band 1,2.1,51,20.7,2.7,2.8,0.7,1
EMP-0009509,Product,Director,20.2,Band 6,4.0,47,8.9,3.1,3.7,6.0,0
EMP-0002807,Sales,Manager,21.4,Band 2,3.4,70,10.8,3.5,1.6,9.5,1
EMP-0008795,HR,Individual Contributor,15.2,Band 3,2.6,76,10.4,2.1,2.3,7.4,1
EMP-0007527,Finance,Manager,17.1,Band 4,1.6,105,17.1,2.6,2.1,2.1,1
EMP-0009480,Operations,Analyst,22.3,Band 5,4.6,92,6.1,2.4,2.2,6.7,0
EMP-0002239,Finance,Team Lead,5.8,Band 5,4.4,62,0.2,2.2,1.3,8.2,0
EMP-0013372,Marketing,Team Lead,20.6,Band 4,1.9,43,14.6,3.6,3.3,4.9,0
EMP-0004559,Marketing,Senior Manager,27.5,Band 2,4.1,38,7.7,2.7,2.5,7.8,1
EMP-0003203,HR,Individual Contributor,7.7,Band 3,2.7,61,15.8,4.6,1.6,4.3,0
EMP-0008623,IT,Manager,10.1,Band 1,5.0,11,11.8,4.6,1.3,0.8,0
EMP-0006403,IT,Associate,2.7,Band 5,1.8,44,18.3,4.6,3.4,8.6,0
EMP-0014008,Sales,Senior Manager,6.4,Band 1,4.9,44,23.4,4.8,1.7,7.2,0
EMP-0004651,HR,Team Lead,2.6,Band 4,4.2,8,9.1,2.5,1.1,6.9,0
EMP-0008294,Engineering,Director,18.3,Band 1,2.3,68,7.6,2.4,4.1,4.4,0
EMP-0008037,Product,Individual Contributor,24.4,Band 1,1.9,50,19.5,4.1,3.1,7.2,0
EMP-0001266,Finance,Team Lead,27.4,Band 4,3.9,45,21.0,3.0,2.7,7.5,0
EMP-0001667,IT,Manager,25.9,Band 3,4.3,71,20.0,2.3,3.3,8.4,1
EMP-0001915,Engineering,Individual Contributor,29.9,Band 1,2.9,93,13.9,3.1,4.3,4.4,0
EMP-0010473,Finance,Manager,27.4,Band 4,4.1,5,20.2,4.4,3.6,9.6,0
EMP-0004001,Marketing,Individual Contributor,19.2,Band 5,2.0,42,24.9,3.1,1.4,3.1,1
EMP-0014971,IT,Individual Contributor,22.4,Band 1,4.3,72,10.2,3.6,4.3,8.2,1
EMP-0008761,Sales,Team Lead,3.6,Band 3,2.6,117,0.3,2.1,3.4,4.3,1
EMP-0002702,Sales,Manager,26.4,Band 3,2.4,54,8.0,2.6,3.1,0.6,0
EMP-0010475,Engineering,Senior Manager,20.1,Band 2,1.9,97,16.8,3.3,3.5,5.3,0
EMP-0002001,Engineering,Associate,17.4,Band 3,1.5,70,3.8,3.2,5.0,3.0,0
EMP-0001195,Sales,Associate,24.8,Band 3,3.5,45,9.0,2.9,1.6,8.9,0
EMP-0000145,IT,Senior Manager,10.3,Band 5,2.4,41,15.1,1.7,4.0,7.9,0
EMP-0005150,Marketing,Analyst,24.5,Band 2,3.6,106,5.6,3.0,4.4,5.3,0
EMP-0000878,Sales,Individual Contributor,14.0,Band 5,3.0,82,23.4,1.7,2.1,1.6,1
EMP-0004036,HR,Senior Manager,21.8,Band 3,2.1,76,8.7,1.9,2.4,3.1,0
EMP-0001006,Customer Success,Analyst,2.8,Band 2,2.5,24,25.0,3.2,1.8,9.8,0
EMP-0014042,Finance,Senior Manager,1.6,Band 3,4.3,25,8.6,5.0,2.4,0.3,0
EMP-0013113,Finance,Individual Contributor,12.7,Band 3,4.5,36,7.9,3.8,3.7,7.4,1
EMP-0006196,Customer Success,Team Lead,14.3,Band 1,3.3,103,20.6,2.4,2.7,0.0,0
EMP-0014509,Operations,VP,21.2,Band 1,3.9,67,15.6,2.2,3.1,3.5,1
EMP-0006182,Operations,Individual Contributor,17.9,Band 1,4.4,56,8.8,2.6,2.0,8.7,0
EMP-0002267,Marketing,Director,26.0,Band 6,1.5,76,15.7,2.7,2.6,9.1,0
EMP-0000041,HR,VP,20.5,Band 4,1.6,90,1.2,3.5,2.7,6.6,0
EMP-0008735,Product,Team Lead,28.0,Band 2,3.1,4,20.7,2.0,2.3,5.3,0
EMP-0005829,HR,Director,2.6,Band 6,3.8,24,13.4,2.3,3.5,9.4,0
EMP-0002173,HR,Team Lead,11.9,Band 6,3.1,32,2.9,3.7,4.1,5.3,1
EMP-0008234,Customer Success,Individual Contributor,3.4,Band 1,4.4,73,3.0,3.9,4.5,1.6,0
EMP-0006924,Sales,VP,25.9,Band 4,2.1,97,13.0,3.1,3.8,5.9,1
EMP-0002831,Marketing,Associate,6.7,Band 5,4.7,110,11.1,2.8,2.5,5.8,0
EMP-0013078,Legal,VP,20.9,Band 3,2.3,6,4.1,4.9,2.4,8.0,0
EMP-0008174,HR,Manager,8.4,Band 2,1.7,3,19.5,3.7,4.5,8.3,1
EMP-0008770,HR,Analyst,27.5,Band 1,4.7,76,17.0,2.6,2.8,9.9,0
EMP-0011861,Customer Success,Senior Manager,13.8,Band 3,4.6,100,11.4,3.3,3.6,4.8,0
EMP-0014285,Operations,VP,13.6,Band 1,1.9,2,3.3,2.3,1.6,3.8,0
EMP-0002408,Finance,Analyst,11.6,Band 3,4.7,32,3.1,1.9,2.9,6.7,1
EMP-0002885,Customer Success,Analyst,26.9,Band 3,2.7,95,2.6,3.5,2.7,1.3,0
EMP-0001260,IT,Team Lead,24.7,Band 1,2.4,27,12.8,2.9,3.7,3.1,0
EMP-0013961,Legal,Senior Manager,23.4,Band 5,1.8,49,24.2,2.7,2.5,1.9,0
EMP-0012535,Customer Success,Associate,20.1,Band 4,4.1,34,3.6,2.9,2.2,2.0,0
EMP-0003344,Sales,Team Lead,8.7,Band 1,4.8,28,16.9,3.6,2.7,8.8,0
EMP-0012607,Legal,VP,29.8,Band 3,2.6,15,3.1,3.0,3.8,6.1,1
EMP-0011260,Marketing,Team Lead,23.9,Band 2,2.6,85,19.5,2.6,2.0,6.3,0
EMP-0008504,Marketing,Analyst,5.5,Band 4,4.4,12,6.7,2.6,2.8,1.2,0
EMP-0010560,Marketing,Senior Manager,7.3,Band 3,3.7,32,8.9,3.8,3.0,9.9,0
EMP-0002449,Marketing,Individual Contributor,9.8,Band 2,2.7,12,0.9,4.4,2.8,6.3,0
EMP-0002887,IT,Team Lead,20.2,Band 3,4.5,4,17.1,2.7,4.5,8.5,0
EMP-0002763,IT,Associate,27.0,Band 4,3.4,82,11.5,2.4,3.2,3.6,0
EMP-0012623,Customer Success,Senior Manager,21.4,Band 2,1.8,119,20.2,4.1,4.6,1.2,0
EMP-0011257,Customer Success,Manager,14.8,Band 3,4.7,19,17.9,3.4,3.2,8.2,1
EMP-0011986,Product,Associate,8.7,Band 3,3.7,101,19.1,2.3,1.6,8.3,1
EMP-0003599,Legal,Director,13.2,Band 2,3.0,19,5.5,2.7,4.1,4.6,0
EMP-0011486,HR,Individual Contributor,29.3,Band 3,3.5,89,17.3,3.6,4.0,4.1,1
EMP-0005234,Finance,VP,2.7,Band 2,4.5,22,22.0,2.4,3.0,0.7,1
EMP-0014930,Engineering,VP,27.4,Band 2,2.8,4,11.6,4.1,3.2,8.2,0
EMP-0007168,Product,Senior Manager,15.2,Band 4,2.7,56,18.2,3.5,1.8,6.2,1
EMP-0006288,IT,VP,8.0,Band 1,2.0,58,13.7,2.7,2.8,6.7,0
EMP-0004997,IT,Team Lead,12.1,Band 6,4.8,85,3.9,2.5,2.0,7.5,1
EMP-0002746,Legal,Manager,4.1,Band 3,1.7,31,2.3,1.6,4.9,9.7,0
EMP-0003583,Sales,Director,7.6,Band 2,3.1,1,9.7,3.4,3.9,3.8,0
EMP-0006398,HR,Individual Contributor,18.5,Band 4,2.7,66,21.2,2.6,2.6,6.7,0
EMP-0005962,Finance,Director,19.8,Band 2,1.9,98,8.4,3.3,5.0,4.2,0
EMP-0007987,Finance,Manager,5.9,Band 5,4.0,74,24.7,2.4,3.6,4.9,1
EMP-0007589,Sales,Senior Manager,10.8,Band 5,3.7,54,8.4,4.1,4.5,9.0,0
EMP-0014163,Sales,Analyst,6.1,Band 1,2.9,91,10.4,2.6,2.6,6.7,0
EMP-0006135,HR,Manager,14.3,Band 2,4.8,67,24.9,4.5,3.0,0.8,0
EMP-0014967,Operations,Manager,2.1,Band 5,2.7,37,20.5,3.1,2.2,7.1,1
EMP-0005504,HR,Team Lead,21.6,Band 1,2.2,99,6.4,2.4,1.7,4.3,0
EMP-0008506,Marketing,Analyst,21.6,Band 3,3.3,81,0.3,2.6,3.4,6.0,0
EMP-0002655,Finance,Associate,9.4,Band 2,1.7,44,12.9,4.8,2.2,5.9,1
EMP-0011387,Engineering,Individual Contributor,20.5,Band 2,3.4,33,23.9,3.5,3.0,4.3,0
EMP-0012424,Marketing,Associate,15.8,Band 2,3.5,16,19.3,2.4,4.1,9.6,1
EMP-0006793,HR,Associate,5.3,Band 5,4.9,57,0.9,3.2,2.6,8.9,0
EMP-0009456,Finance,Manager,6.1,Band 4,1.7,12,8.6,4.1,2.6,8.8,0
EMP-0005309,Operations,Director,14.3,Band 3,3.8,36,6.2,5.0,3.5,5.8,1
EMP-0007718,Sales,VP,26.6,Band 5,3.2,84,17.2,1.5,5.0,8.7,1
EMP-0004895,Finance,Analyst,13.1,Band 1,2.7,63,15.5,3.6,3.7,4.6,0
EMP-0013766,Customer Success,Senior Manager,4.5,Band 1,3.7,42,20.1,3.1,2.9,1.3,0
EMP-0007420,Operations,Manager,5.4,Band 4,4.4,24,22.4,3.3,3.8,4.8,0
EMP-0012889,Customer Success,Director,23.4,Band 4,3.4,99,7.8,4.2,3.6,0.8,0
EMP-0002415,Customer Success,VP,27.7,Band 2,2.3,115,6.6,5.0,3.0,8.5,0
EMP-0002873,Legal,Individual Contributor,12.4,Band 4,2.1,104,0.1,4.4,2.3,6.7,0
EMP-0010279,IT,Team Lead,3.7,Band 1,2.8,59,15.6,3.7,4.2,4.3,0
EMP-0014645,HR,Manager,18.2,Band 5,2.8,88,15.2,2.9,3.5,3.7,0
EMP-0007101,Finance,VP,6.6,Band 1,1.7,74,20.3,2.6,3.8,5.9,0
EMP-0011762,IT,Associate,11.5,Band 1,3.3,92,19.4,3.6,3.3,1.4,0
EMP-0011061,Sales,Director,22.3,Band 1,3.2,52,16.6,1.9,4.1,1.9,0
EMP-0014969,Product,Individual Contributor,10.8,Band 1,1.7,96,16.9,2.7,2.4,5.7,0
EMP-0008412,Sales,Senior Manager,16.6,Band 1,3.2,46,1.6,2.5,3.9,2.1,1
EMP-0001862,IT,Team Lead,9.5,Band 1,3.0,70,21.3,3.4,1.7,9.0,0
EMP-0011284,Sales,Associate,20.5,Band 5,2.4,101,16.5,2.7,4.3,9.1,0
EMP-0002197,Engineering,Team Lead,15.7,Band 1,4.2,84,19.2,2.9,1.9,0.8,0
EMP-0004467,HR,Director,24.8,Band 4,4.1,69,11.2,2.5,4.0,3.4,0
EMP-0010420,Engineering,Director,17.5,Band 1,2.0,57,12.0,3.5,3.3,9.2,0
EMP-0007999,Sales,Director,14.5,Band 3,3.0,81,6.4,2.7,2.7,0.9,0
EMP-0010153,Engineering,Team Lead,19.5,Band 1,2.8,37,25.0,1.6,3.3,3.2,0
EMP-0001843,Customer Success,Director,8.6,Band 3,3.4,108,12.0,2.4,1.8,0.4,1
EMP-0009649,Marketing,VP,21.0,Band 1,2.8,26,21.5,3.4,2.3,8.4,0
EMP-0005683,Legal,Manager,12.0,Band 1,1.8,117,6.6,2.5,3.8,5.3,0
EMP-0006938,Legal,Associate,14.0,Band 3,2.5,2,2.1,3.6,1.4,0.3,0
EMP-0000407,Sales,Associate,26.8,Band 4,4.5,61,0.2,3.5,2.9,4.3,0
EMP-0000956,Product,Individual Contributor,5.6,Band 3,2.9,111,15.4,3.7,3.3,7.5,0
EMP-0001430,Operations,Director,8.1,Band 6,3.4,117,12.2,1.6,2.1,7.4,0
EMP-0004469,Legal,Director,18.6,Band 4,4.5,18,18.5,2.9,4.2,1.1,1
EMP-0000653,IT,Director,23.3,Band 2,3.8,84,3.3,1.8,1.2,9.1,0
EMP-0005185,Legal,Analyst,27.3,Band 1,2.6,30,9.7,3.0,3.9,9.6,1
EMP-0007428,Legal,Senior Manager,18.5,Band 2,4.0,37,7.8,4.0,2.9,4.3,0
EMP-0005171,Customer Success,Manager,23.6,Band 1,3.3,100,12.8,3.4,1.1,10.0,0
EMP-0006158,Sales,VP,23.8,Band 3,3.8,70,19.7,2.6,3.4,5.2,0
EMP-0014067,HR,Analyst,21.3,Band 4,3.3,88,8.0,2.6,2.7,2.8,0
EMP-0001063,Sales,Individual Contributor,22.5,Band 1,2.6,94,3.4,3.9,3.0,0.5,0
EMP-0004568,Finance,Analyst,6.5,Band 3,3.5,102,14.9,2.2,3.3,5.2,0
EMP-0013871,Product,Analyst,3.1,Band 2,3.7,88,23.8,3.8,3.1,6.6,0
EMP-0002916,HR,VP,22.6,Band 1,3.7,54,9.7,3.4,2.6,3.5,0
EMP-0002609,Finance,VP,10.3,Band 2,1.6,50,19.2,2.9,1.4,6.7,1
EMP-0012105,Engineering,Analyst,0.8,Band 6,3.0,58,10.7,3.0,4.6,5.9,0
EMP-0001918,Sales,Associate,5.9,Band 3,2.3,34,3.5,2.8,4.8,5.6,0
EMP-0010505,Customer Success,Manager,18.6,Band 3,1.7,23,23.9,5.0,3.0,0.1,0
EMP-0002129,Customer Success,Analyst,8.6,Band 1,4.2,45,9.8,3.6,3.0,2.5,1
EMP-0002576,Product,Senior Manager,11.0,Band 5,3.1,61,5.0,3.2,3.8,0.5,0
EMP-0009758,Product,Analyst,5.0,Band 2,4.8,109,16.9,2.7,3.5,4.0,0
EMP-0005914,IT,Manager,23.7,Band 2,3.4,29,16.2,2.1,4.3,3.8,0
EMP-0012693,Marketing,Individual Contributor,24.9,Band 4,4.5,99,11.4,2.9,4.6,5.8,0
EMP-0000280,Operations,Senior Manager,28.1,Band 6,3.5,69,8.0,3.4,2.0,5.6,0
EMP-0002856,Sales,Team Lead,11.2,Band 4,4.2,112,22.6,3.8,4.4,9.5,0
EMP-0004518,HR,Senior Manager,24.3,Band 3,3.6,51,3.9,4.1,2.3,6.4,0
EMP-0013861,Marketing,VP,1.3,Band 5,3.7,57,18.8,2.3,5.0,0.1,0
EMP-0010594,Finance,Individual Contributor,27.5,Band 4,1.6,95,3.6,3.5,3.7,2.4,1
EMP-0013751,Operations,Team Lead,14.4,Band 1,3.0,14,10.2,3.1,3.2,4.8,0
EMP-0007561,Customer Success,Manager,28.0,Band 1,2.0,97,7.1,4.5,4.8,9.7,1
EMP-0002968,Marketing,Team Lead,26.2,Band 5,1.6,11,6.5,3.2,3.7,6.2,0
EMP-0000684,Engineering,Senior Manager,8.1,Band 5,2.2,51,13.8,2.5,3.9,0.8,1
EMP-0003130,Engineering,Senior Manager,24.2,Band 5,2.6,7,3.4,2.9,2.6,2.9,0
EMP-0011243,Sales,Analyst,18.8,Band 1,2.4,65,10.9,4.0,2.7,8.6,0
EMP-0010147,Product,Director,20.3,Band 5,2.3,13,24.3,3.2,4.4,4.8,1
EMP-0011623,Legal,Team Lead,8.4,Band 2,4.9,39,17.3,3.7,2.5,5.7,0
EMP-0005266,Finance,Associate,0.7,Band 2,1.6,116,3.4,4.4,1.8,5.5,0
EMP-0005278,Sales,VP,26.6,Band 4,3.3,77,22.4,4.7,2.1,7.4,0
EMP-0006324,IT,Associate,8.4,Band 3,2.2,40,6.2,3.9,2.5,1.2,0
EMP-0002915,Operations,Director,25.3,Band 3,2.8,85,2.2,3.0,2.5,5.4,0
EMP-0000742,IT,Associate,29.6,Band 6,2.0,1,6.6,1.9,3.0,9.6,1
EMP-0011421,Product,Associate,27.6,Band 5,3.6,97,10.1,3.4,2.9,1.6,0
EMP-0014260,Customer Success,Associate,7.9,Band 1,3.4,53,2.0,3.1,2.4,3.2,0
EMP-0006004,Marketing,Director,20.8,Band 3,3.8,78,15.3,2.4,4.9,6.8,0
EMP-0011593,Legal,Associate,24.5,Band 6,4.6,6,12.4,2.4,3.5,9.7,1
EMP-0008146,Operations,Team Lead,1.0,Band 2,3.6,103,4.5,2.8,3.9,0.1,0
EMP-0006517,Finance,Team Lead,12.5,Band 2,2.7,42,14.9,3.2,3.5,1.8,0
EMP-0007470,Finance,Associate,3.2,Band 4,3.5,82,19.7,3.8,5.0,4.0,0
EMP-0011740,Customer Success,Analyst,12.1,Band 5,2.3,14,4.8,2.7,3.7,2.4,0
EMP-0013060,Operations,Individual Contributor,21.3,Band 5,3.1,59,14.0,3.3,2.1,2.1,0
EMP-0011349,Finance,Analyst,25.6,Band 3,1.8,78,5.3,3.8,3.8,1.1,0
EMP-0000102,Operations,Analyst,21.9,Band 3,2.0,40,24.9,2.9,3.7,4.5,1
EMP-0003562,Sales,Associate,11.2,Band 1,4.2,27,0.6,3.6,5.0,5.3,0
EMP-0011502,HR,Team Lead,7.8,Band 3,2.6,113,15.3,3.3,2.4,4.1,0
EMP-0009168,Legal,Associate,2.7,Band 3,2.6,111,24.7,3.2,1.9,3.9,0
EMP-0003252,Marketing,Analyst,3.9,Band 2,1.6,107,24.7,3.9,5.0,2.2,0
EMP-0005480,Engineering,Director,24.4,Band 1,3.5,40,5.8,2.7,1.9,1.3,0
EMP-0004082,Customer Success,Director,21.4,Band 1,4.7,41,13.2,3.3,3.1,2.1,0
EMP-0010700,Marketing,Analyst,25.2,Band 3,4.5,42,18.9,3.8,2.7,1.7,0
EMP-0012878,Sales,Team Lead,9.1,Band 4,2.4,109,8.7,1.9,2.2,9.8,0
EMP-0008040,IT,Manager,2.6,Band 1,3.6,113,22.5,3.4,3.2,3.3,0
EMP-0006127,Sales,Team Lead,7.2,Band 4,2.2,15,20.6,3.5,3.3,8.8,1
EMP-0001718,Marketing,Team Lead,22.6,Band 1,2.0,118,15.6,3.9,2.7,9.6,0
EMP-0007852,HR,Team Lead,8.6,Band 5,2.7,119,8.1,4.4,3.4,9.2,0
EMP-0007916,Product,Director,19.6,Band 2,2.1,103,15.3,2.7,1.3,9.4,0
EMP-0010001,Product,Team Lead,5.1,Band 3,1.7,14,12.3,3.5,2.8,7.1,1
EMP-0010057,Legal,Manager,23.5,Band 1,4.7,96,15.3,4.7,2.9,1.2,1
EMP-0004924,Product,VP,28.7,Band 4,2.2,2,21.3,3.4,4.6,4.9,0
EMP-0007047,HR,Director,10.8,Band 4,3.0,81,22.0,3.6,3.9,4.1,0
EMP-0000730,HR,Manager,26.6,Band 1,2.6,40,15.4,2.5,2.5,0.6,0
EMP-0000074,Sales,Individual Contributor,28.0,Band 2,3.0,55,23.8,2.6,3.7,5.3,1
EMP-0003620,Operations,Team Lead,28.8,Band 5,3.0,12,8.8,2.8,3.4,8.4,0
EMP-0004432,Marketing,Team Lead,7.6,Band 5,1.6,10,9.9,5.0,2.3,1.4,0
EMP-0012314,Customer Success,Team Lead,16.8,Band 1,3.6,81,12.4,1.0,2.4,4.2,1
EMP-0007358,Product,Senior Manager,6.7,Band 1,2.9,93,20.3,3.9,1.5,0.1,0
EMP-0005422,Sales,Associate,8.9,Band 4,3.1,74,10.7,4.1,2.7,4.4,0
EMP-0011548,Engineering,Manager,19.2,Band 3,3.6,114,8.8,4.3,2.8,0.7,0
EMP-0011266,Engineering,Team Lead,27.2,Band 2,3.9,71,2.6,3.2,4.2,6.5,0
EMP-0013188,Customer Success,Individual Contributor,3.8,Band 3,3.5,33,20.7,4.5,3.4,3.8,0
EMP-0002350,HR,Associate,20.4,Band 1,4.4,64,15.3,3.5,4.4,1.1,0
EMP-0010119,IT,Analyst,8.9,Band 4,1.6,42,2.0,4.1,4.7,5.0,0
EMP-0001471,IT,Individual Contributor,11.6,Band 2,2.5,39,22.3,2.9,3.7,4.6,0
EMP-0006395,HR,Director,16.6,Band 1,2.4,36,18.9,3.5,1.8,0.5,0
EMP-0000746,HR,Individual Contributor,22.4,Band 3,1.6,118,16.8,3.4,3.6,9.5,0
EMP-0000337,Legal,Associate,27.7,Band 5,2.9,88,5.4,1.1,1.5,6.1,0
EMP-0004040,IT,Associate,28.2,Band 5,2.2,6,22.2,3.4,4.1,2.2,0
EMP-0014085,IT,VP,22.3,Band 3,3.0,83,16.7,4.7,5.0,4.0,0
EMP-0002587,Product,Senior Manager,23.5,Band 3,2.1,58,6.8,2.8,2.5,4.5,0
EMP-0013864,Product,Director,6.0,Band 4,2.4,89,1.2,2.3,3.1,6.7,0
EMP-0014588,Product,Team Lead,17.9,Band 2,3.9,83,5.0,1.9,3.5,7.1,0
EMP-0011230,Legal,Associate,11.7,Band 1,3.3,113,14.3,2.6,2.7,5.2,0
EMP-0008413,Sales,Team Lead,20.8,Band 1,2.2,55,4.3,3.6,2.1,1.3,0
EMP-0001662,Legal,Team Lead,15.5,Band 6,1.8,69,20.5,2.1,1.3,8.1,0
EMP-0004337,Legal,Analyst,19.3,Band 2,2.0,40,21.5,2.2,3.8,4.9,1
EMP-0002102,Operations,Team Lead,8.6,Band 3,4.8,101,15.1,3.8,1.8,3.0,0
EMP-0002231,Operations,Associate,12.6,Band 6,1.9,8,9.4,3.8,1.1,7.0,0
EMP-0008125,IT,Associate,2.3,Band 2,4.8,95,15.0,4.6,2.7,1.5,0
EMP-0011904,Customer Success,Associate,3.3,Band 3,3.1,89,10.1,2.4,4.2,6.3,0
EMP-0014998,Sales,Manager,22.3,Band 2,4.5,83,21.4,3.0,3.7,7.1,1
EMP-0011920,Operations,Director,22.8,Band 1,1.9,60,21.7,2.1,2.3,8.6,0
EMP-0007200,Product,Analyst,14.7,Band 2,2.4,102,18.2,3.0,2.8,8.1,1
EMP-0004939,Product,Associate,16.5,Band 3,3.9,46,5.7,3.6,4.7,1.7,0
EMP-0006920,Marketing,Analyst,21.4,Band 4,3.0,82,3.1,1.7,3.4,5.4,1
EMP-0006452,Customer Success,VP,15.1,Band 1,3.5,58,3.0,3.4,4.3,6.7,0
EMP-0002649,Operations,Manager,16.3,Band 4,4.2,115,18.7,1.7,2.3,6.5,0
EMP-0011354,Marketing,VP,1.9,Band 3,3.3,66,19.7,4.7,3.2,5.9,1
EMP-0000271,Sales,Director,4.6,Band 5,1.9,58,7.0,3.4,2.7,8.0,0
EMP-0002795,Finance,Manager,29.3,Band 3,2.1,70,24.6,4.0,3.2,7.6,1
EMP-0006465,Sales,Senior Manager,16.3,Band 1,3.5,117,20.7,2.2,2.4,7.2,0
